person_cluster,tokens,variant_tokens,poems,variation_rate,person_category,same_person_confidence
Määvel,1,0,1,0.0,unmapped_possible_person_name,low
Mõdrik,1,0,1,0.0,unmapped_possible_person_name,low
Mõhni,1,1,1,1.0,unmapped_possible_person_name,low
Mõisa-Eedu,1,0,1,0.0,unmapped_possible_person_name,low
Mõniste,1,0,1,0.0,unmapped_possible_person_name,low
Mõra,1,0,1,0.0,unmapped_possible_person_name,low
Mõtus,1,0,1,0.0,unmapped_possible_person_name,low
Mönkkölään,1,0,1,0.0,unmapped_possible_person_name,low
Mörri,1,0,1,0.0,unmapped_possible_person_name,low
Münd,1,0,1,0.0,unmapped_possible_person_name,low
Mürk,1,1,1,1.0,unmapped_possible_person_name,low
Mürä,1,0,1,0.0,unmapped_possible_person_name,low
Müüsleri,1,0,1,0.0,unmapped_possible_person_name,low
N.N.:tä,1,1,1,1.0,unmapped_possible_person_name,low
Naarmu,1,0,1,0.0,unmapped_possible_person_name,low
Niguliste,1,0,1,0.0,unmapped_possible_person_name,low
Niipuri,1,0,1,0.0,unmapped_possible_person_name,low
Obenuppu,1,1,1,1.0,unmapped_possible_person_name,low
Niärä / niemi,1,0,1,0.0,unmapped_possible_person_name,low
Nolli,1,0,1,0.0,unmapped_possible_person_name,low
Nonn,1,1,1,1.0,unmapped_possible_person_name,low
Noria,1,0,1,0.0,unmapped_possible_person_name,low
Norin (proper noun) / nuori,1,1,1,1.0,unmapped_possible_person_name,low
Noro (toponym),1,0,1,0.0,unmapped_possible_person_name,low
Noron,1,1,1,1.0,unmapped_possible_person_name,low
Norramõis,1,0,1,0.0,unmapped_possible_person_name,low
Nuakan,1,1,1,1.0,unmapped_possible_person_name,low
Nugis,1,0,1,0.0,unmapped_possible_person_name,low
Nuki,1,0,1,0.0,unmapped_possible_person_name,low
Nurska,1,0,1,0.0,unmapped_possible_person_name,low
Nuuma,1,0,1,0.0,unmapped_possible_person_name,low
Nuut,1,0,1,0.0,unmapped_possible_person_name,low
Nuuv,1,0,1,0.0,unmapped_possible_person_name,low
Näpänkangas,1,0,1,0.0,unmapped_possible_person_name,low
Närppi,1,1,1,1.0,unmapped_possible_person_name,low
Närä,1,0,1,0.0,unmapped_possible_person_name,low
Närä (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Nässilä,1,0,1,0.0,unmapped_possible_person_name,low
Näsu,1,0,1,0.0,unmapped_possible_person_name,low
Oandis,1,0,1,0.0,unmapped_possible_person_name,low
Oandu,1,0,1,0.0,unmapped_possible_person_name,low
Oappo,1,0,1,0.0,unmapped_possible_person_name,low
Noapuri,1,0,1,0.0,unmapped_possible_person_name,low
Niuhkna,1,0,1,0.0,unmapped_possible_person_name,low
Niitu,1,0,1,0.0,unmapped_possible_person_name,low
Niuhala,1,0,1,0.0,unmapped_possible_person_name,low
Niivi,1,0,1,0.0,unmapped_possible_person_name,low
Nikaus,1,0,1,0.0,unmapped_possible_person_name,low
Niker,1,1,1,1.0,unmapped_possible_person_name,low
Nikita,1,0,1,0.0,unmapped_possible_person_name,low
Nikitalle,1,1,1,1.0,unmapped_possible_person_name,low
Nikkaar,1,0,1,0.0,unmapped_possible_person_name,low
Nikkas,1,0,1,0.0,unmapped_possible_person_name,low
Nikku,1,0,1,0.0,unmapped_possible_person_name,low
Niko,1,0,1,0.0,unmapped_possible_person_name,low
Niko/nikoa,1,1,1,1.0,unmapped_possible_person_name,low
Nikurikka,1,0,1,0.0,unmapped_possible_person_name,low
Nilikki,1,0,1,0.0,unmapped_possible_person_name,low
Nilli,1,0,1,0.0,unmapped_possible_person_name,low
Nilsin ääni,1,1,1,1.0,unmapped_possible_person_name,low
Ninna,1,0,1,0.0,unmapped_possible_person_name,low
Nipar,1,0,1,0.0,unmapped_possible_person_name,low
Nipetire,1,0,1,0.0,unmapped_possible_person_name,low
Nippa,1,0,1,0.0,unmapped_possible_person_name,low
Nippinen,1,0,1,0.0,unmapped_possible_person_name,low
Nirgu,1,0,1,0.0,unmapped_possible_person_name,low
Nissinen,1,0,1,0.0,unmapped_possible_person_name,low
Nitse,1,0,1,0.0,unmapped_possible_person_name,low
Nitse & varvas,1,1,1,1.0,unmapped_possible_person_name,low
Peeker,1,0,1,0.0,unmapped_possible_person_name,low
Peerik,1,1,1,1.0,unmapped_possible_person_name,low
Muurikka,1,1,1,1.0,unmapped_possible_person_name,low
Protko,1,0,1,0.0,unmapped_possible_person_name,low
Puakki-kin,1,0,1,0.0,unmapped_possible_person_name,low
Puava,1,0,1,0.0,unmapped_possible_person_name,low
Puaval,1,0,1,0.0,unmapped_possible_person_name,low
Puavalina,1,0,1,0.0,unmapped_possible_person_name,low
Puavil,1,0,1,0.0,unmapped_possible_person_name,low
Puavo,1,0,1,0.0,unmapped_possible_person_name,low
Puavola,1,0,1,0.0,unmapped_possible_person_name,low
Puhakka,1,0,1,0.0,unmapped_possible_person_name,low
Puiatu,1,0,1,0.0,unmapped_possible_person_name,low
Puikla,1,0,1,0.0,unmapped_possible_person_name,low
Puikvere,1,0,1,0.0,unmapped_possible_person_name,low
Puiste,1,0,1,0.0,unmapped_possible_person_name,low
Puivere,1,0,1,0.0,unmapped_possible_person_name,low
Pujuri,1,0,1,0.0,unmapped_possible_person_name,low
Pukki-Pirkko,1,0,1,0.0,unmapped_possible_person_name,low
Pulkka,1,1,1,1.0,unmapped_possible_person_name,low
Pulkki,1,0,1,0.0,unmapped_possible_person_name,low
Pulkkola,1,0,1,0.0,unmapped_possible_person_name,low
Pull,1,1,1,1.0,unmapped_possible_person_name,low
Punikki,1,0,1,0.0,unmapped_possible_person_name,low
Punni,1,0,1,0.0,unmapped_possible_person_name,low
Punnus,1,0,1,0.0,unmapped_possible_person_name,low
Punnus (toponym),1,1,1,1.0,unmapped_possible_person_name,low
Prunnila,1,0,1,0.0,unmapped_possible_person_name,low
Proper name,1,1,1,1.0,unmapped_possible_person_name,low
Puntsu,1,0,1,0.0,unmapped_possible_person_name,low
Prooss,1,1,1,1.0,unmapped_possible_person_name,low
Porri,1,0,1,0.0,unmapped_possible_person_name,low
Portsu,1,0,1,0.0,unmapped_possible_person_name,low
Potas,1,1,1,1.0,unmapped_possible_person_name,low
Potaska,1,0,1,0.0,unmapped_possible_person_name,low
Potjan,1,1,1,1.0,unmapped_possible_person_name,low
Potra,1,1,1,1.0,unmapped_possible_person_name,low
Potri,1,0,1,0.0,unmapped_possible_person_name,low
Pouru,1,0,1,0.0,unmapped_possible_person_name,low
Praha,1,1,1,1.0,unmapped_possible_person_name,low
Prand,1,0,1,0.0,unmapped_possible_person_name,low
Praski,1,0,1,0.0,unmapped_possible_person_name,low
Preedi,1,0,1,0.0,unmapped_possible_person_name,low
Preiton,1,0,1,0.0,unmapped_possible_person_name,low
Priha,1,0,1,0.0,unmapped_possible_person_name,low
Priitannapsi,1,1,1,1.0,unmapped_possible_person_name,low
Priitta,1,0,1,0.0,unmapped_possible_person_name,low
Prinkkala,1,0,1,0.0,unmapped_possible_person_name,low
Prita,1,0,1,0.0,unmapped_possible_person_name,low
Proitikka,1,0,1,0.0,unmapped_possible_person_name,low
Prokko-lle,1,1,1,1.0,unmapped_possible_person_name,low
Prokkola,1,1,1,1.0,unmapped_possible_person_name,low
Prokku,1,0,1,0.0,unmapped_possible_person_name,low
Prokun,1,0,1,0.0,unmapped_possible_person_name,low
Punta,1,0,1,0.0,unmapped_possible_person_name,low
Puntu,1,0,1,0.0,unmapped_possible_person_name,low
Pornitsa (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Pärtty,1,0,1,0.0,unmapped_possible_person_name,low
Pääköinen,1,0,1,0.0,unmapped_possible_person_name,low
Pääsölä,1,1,1,1.0,unmapped_possible_person_name,low
Põlamaa,1,1,1,1.0,unmapped_possible_person_name,low
Põltsamaalt,1,1,1,1.0,unmapped_possible_person_name,low
Põravere,1,0,1,0.0,unmapped_possible_person_name,low
Pöllä,1,1,1,1.0,unmapped_possible_person_name,low
Pösölä,1,0,1,0.0,unmapped_possible_person_name,low
Pöytyän,1,1,1,1.0,unmapped_possible_person_name,low
Pöögle,1,0,1,0.0,unmapped_possible_person_name,low
Pürg,1,0,1,0.0,unmapped_possible_person_name,low
Pürjend,1,0,1,0.0,unmapped_possible_person_name,low
Pürjendi,1,0,1,0.0,unmapped_possible_person_name,low
Püügel,1,1,1,1.0,unmapped_possible_person_name,low
Püügle,1,0,1,0.0,unmapped_possible_person_name,low
Püüvere,1,0,1,0.0,unmapped_possible_person_name,low
Raadi,1,0,1,0.0,unmapped_possible_person_name,low
Raadik,1,1,1,1.0,unmapped_possible_person_name,low
Raani,1,0,1,0.0,unmapped_possible_person_name,low
Raara,1,0,1,0.0,unmapped_possible_person_name,low
Raaro,1,0,1,0.0,unmapped_possible_person_name,low
Raasina,1,0,1,0.0,unmapped_possible_person_name,low
Raigu,1,0,1,0.0,unmapped_possible_person_name,low
Raiku,1,0,1,0.0,unmapped_possible_person_name,low
Pärttyli,1,0,1,0.0,unmapped_possible_person_name,low
Pärtel,1,0,1,0.0,unmapped_possible_person_name,low
Puolai (name),1,0,1,0.0,unmapped_possible_person_name,low
Pärspää,1,0,1,0.0,unmapped_possible_person_name,low
Puoska,1,0,1,0.0,unmapped_possible_person_name,low
Pupuri,1,0,1,0.0,unmapped_possible_person_name,low
Purha,1,0,1,0.0,unmapped_possible_person_name,low
Puri,1,0,1,0.0,unmapped_possible_person_name,low
Purika+l,1,0,1,0.0,unmapped_possible_person_name,low
Purika+le,1,0,1,0.0,unmapped_possible_person_name,low
Purlakka,1,0,1,0.0,unmapped_possible_person_name,low
Pusuri*,1,1,1,1.0,unmapped_possible_person_name,low
Putin,1,0,1,0.0,unmapped_possible_person_name,low
Putlu,1,0,1,0.0,unmapped_possible_person_name,low
Putta,1,0,1,0.0,unmapped_possible_person_name,low
Putti,1,0,1,0.0,unmapped_possible_person_name,low
Puuti,1,1,1,1.0,unmapped_possible_person_name,low
Päijänne,1,0,1,0.0,unmapped_possible_person_name,low
Päireniemi,1,0,1,0.0,unmapped_possible_person_name,low
Päivätar,1,0,1,0.0,unmapped_possible_person_name,low
Päivätär,1,0,1,0.0,unmapped_possible_person_name,low
Pälg,1,0,1,0.0,unmapped_possible_person_name,low
Pällä,1,1,1,1.0,unmapped_possible_person_name,low
Pänna,1,0,1,0.0,unmapped_possible_person_name,low
Pärglis,1,0,1,0.0,unmapped_possible_person_name,low
Pärivere,1,0,1,0.0,unmapped_possible_person_name,low
Pärle,1,0,1,0.0,unmapped_possible_person_name,low
Poropetra,1,0,1,0.0,unmapped_possible_person_name,low
Pornitsa,1,0,1,0.0,unmapped_possible_person_name,low
Peeron,1,1,1,1.0,unmapped_possible_person_name,low
Pentilä,1,0,1,0.0,unmapped_possible_person_name,low
Pepperi,1,1,1,1.0,unmapped_possible_person_name,low
Perassaare,1,0,1,0.0,unmapped_possible_person_name,low
Perjakka,1,0,1,0.0,unmapped_possible_person_name,low
Pernaa,1,1,1,1.0,unmapped_possible_person_name,low
Pernä,1,0,1,0.0,unmapped_possible_person_name,low
Perolan,1,1,1,1.0,unmapped_possible_person_name,low
Perttilä,1,0,1,0.0,unmapped_possible_person_name,low
Perttilä*,1,1,1,1.0,unmapped_possible_person_name,low
Peterburg,1,0,1,0.0,unmapped_possible_person_name,low
Petja,1,0,1,0.0,unmapped_possible_person_name,low
Petlema,1,0,1,0.0,unmapped_possible_person_name,low
Petro,1,0,1,0.0,unmapped_possible_person_name,low
Petseri,1,0,1,0.0,unmapped_possible_person_name,low
Petter,1,0,1,0.0,unmapped_possible_person_name,low
Petterpur,1,0,1,0.0,unmapped_possible_person_name,low
Petu,1,0,1,0.0,unmapped_possible_person_name,low
Petun,1,0,1,0.0,unmapped_possible_person_name,low
Pia,1,1,1,1.0,unmapped_possible_person_name,low
Pibel,1,0,1,0.0,unmapped_possible_person_name,low
Pienikki,1,0,1,0.0,unmapped_possible_person_name,low
Pieri,1,0,1,0.0,unmapped_possible_person_name,low
Piesola,1,0,1,0.0,unmapped_possible_person_name,low
Pieti,1,1,1,1.0,unmapped_possible_person_name,low
Penu,1,0,1,0.0,unmapped_possible_person_name,low
Penne,1,0,1,0.0,unmapped_possible_person_name,low
Pietlä,1,0,1,0.0,unmapped_possible_person_name,low
Pennanen,1,0,1,0.0,unmapped_possible_person_name,low
Peeru-Leenu,1,0,1,0.0,unmapped_possible_person_name,low
Peibis,1,0,1,0.0,unmapped_possible_person_name,low
Peio,1,1,1,1.0,unmapped_possible_person_name,low
Peippiä,1,1,1,1.0,unmapped_possible_person_name,low
Peipsi,1,0,1,0.0,unmapped_possible_person_name,low
Peipäi,1,0,1,0.0,unmapped_possible_person_name,low
Pekk,1,1,1,1.0,unmapped_possible_person_name,low
Pekka & poika,1,1,1,1.0,unmapped_possible_person_name,low
Pekkala,1,0,1,0.0,unmapped_possible_person_name,low
Pekkanen,1,0,1,0.0,unmapped_possible_person_name,low
Pekker,1,0,1,0.0,unmapped_possible_person_name,low
Pekko (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Pekko-selkä,1,1,1,1.0,unmapped_possible_person_name,low
Pelari (name),1,0,1,0.0,unmapped_possible_person_name,low
Pelkola,1,0,1,0.0,unmapped_possible_person_name,low
Pellinen,1,0,1,0.0,unmapped_possible_person_name,low
Peltonen,1,1,1,1.0,unmapped_possible_person_name,low
Pelts,1,1,1,1.0,unmapped_possible_person_name,low
Pemmen,1,0,1,0.0,unmapped_possible_person_name,low
Pengi,1,0,1,0.0,unmapped_possible_person_name,low
Peni,1,0,1,0.0,unmapped_possible_person_name,low
Pening,1,0,1,0.0,unmapped_possible_person_name,low
Peningi,1,0,1,0.0,unmapped_possible_person_name,low
Pietikkö,1,0,1,0.0,unmapped_possible_person_name,low
Piettilä,1,1,1,1.0,unmapped_possible_person_name,low
Porku,1,0,1,0.0,unmapped_possible_person_name,low
Pirketta,1,1,1,1.0,unmapped_possible_person_name,low
Pirma,1,0,1,0.0,unmapped_possible_person_name,low
Pirmastu,1,0,1,0.0,unmapped_possible_person_name,low
Pirotti,1,0,1,0.0,unmapped_possible_person_name,low
Pirpastu,1,0,1,0.0,unmapped_possible_person_name,low
Pirtuli,1,0,1,0.0,unmapped_possible_person_name,low
Pisakopp,1,0,1,0.0,unmapped_possible_person_name,low
Pispa,1,0,1,0.0,unmapped_possible_person_name,low
Pistli,1,0,1,0.0,unmapped_possible_person_name,low
Pitti,1,0,1,0.0,unmapped_possible_person_name,low
Pituvere,1,1,1,1.0,unmapped_possible_person_name,low
Piu (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Platon,1,0,1,0.0,unmapped_possible_person_name,low
Pokki,1,0,1,0.0,unmapped_possible_person_name,low
Poll,1,1,1,1.0,unmapped_possible_person_name,low
Polli,1,0,1,0.0,unmapped_possible_person_name,low
Polttina,1,0,1,0.0,unmapped_possible_person_name,low
Pomeli,1,0,1,0.0,unmapped_possible_person_name,low
Pommeri,1,0,1,0.0,unmapped_possible_person_name,low
Ponkka,1,0,1,0.0,unmapped_possible_person_name,low
Ponnapart,1,0,1,0.0,unmapped_possible_person_name,low
Pontto,1,0,1,0.0,unmapped_possible_person_name,low
Poolik,1,0,1,0.0,unmapped_possible_person_name,low
Pootsi,1,0,1,0.0,unmapped_possible_person_name,low
Pirkkalaiset,1,1,1,1.0,unmapped_possible_person_name,low
Pirit,1,0,1,0.0,unmapped_possible_person_name,low
Piettula,1,0,1,0.0,unmapped_possible_person_name,low
Pirillä,1,1,1,1.0,unmapped_possible_person_name,low
Pihelgas,1,0,1,0.0,unmapped_possible_person_name,low
Pihka-Antti,1,0,1,0.0,unmapped_possible_person_name,low
Pihkeva,1,0,1,0.0,unmapped_possible_person_name,low
Pihlassoo,1,0,1,0.0,unmapped_possible_person_name,low
Piibe,1,0,1,0.0,unmapped_possible_person_name,low
Piiben,1,0,1,0.0,unmapped_possible_person_name,low
Piibu,1,0,1,0.0,unmapped_possible_person_name,low
Piider,1,0,1,0.0,unmapped_possible_person_name,low
Piikki-Heikki,1,0,1,0.0,unmapped_possible_person_name,low
Piipa (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Piippa/piipu,1,1,1,1.0,unmapped_possible_person_name,low
Piippo,1,0,1,0.0,unmapped_possible_person_name,low
Piispala,1,0,1,0.0,unmapped_possible_person_name,low
Piitre,1,1,1,1.0,unmapped_possible_person_name,low
Pija,1,1,1,1.0,unmapped_possible_person_name,low
Piki-Heikki,1,0,1,0.0,unmapped_possible_person_name,low
Pilli,1,0,1,0.0,unmapped_possible_person_name,low
Pilpola,1,1,1,1.0,unmapped_possible_person_name,low
Piminalle,1,1,1,1.0,unmapped_possible_person_name,low
Pinkka,1,0,1,0.0,unmapped_possible_person_name,low
Pippila,1,0,1,0.0,unmapped_possible_person_name,low
Pippu,1,0,1,0.0,unmapped_possible_person_name,low
Pirikivi,1,0,1,0.0,unmapped_possible_person_name,low
Muusi,1,0,1,0.0,unmapped_possible_person_name,low
Mutro,1,0,1,0.0,unmapped_possible_person_name,low
Kreed,1,0,1,0.0,unmapped_possible_person_name,low
Laaru,1,0,1,0.0,unmapped_possible_person_name,low
Laasu,1,0,1,0.0,unmapped_possible_person_name,low
Laati,1,1,1,1.0,unmapped_possible_person_name,low
Laatia,1,0,1,0.0,unmapped_possible_person_name,low
Laatre,1,1,1,1.0,unmapped_possible_person_name,low
Laavi,1,0,1,0.0,unmapped_possible_person_name,low
Lagedi,1,0,1,0.0,unmapped_possible_person_name,low
Lahre,1,0,1,0.0,unmapped_possible_person_name,low
Laim,1,0,1,0.0,unmapped_possible_person_name,low
Laina (if loan),1,1,1,1.0,unmapped_possible_person_name,low
Lainne,1,1,1,1.0,unmapped_possible_person_name,low
Laitinen,1,0,1,0.0,unmapped_possible_person_name,low
Laitivasa,1,0,1,0.0,unmapped_possible_person_name,low
Laius,1,0,1,0.0,unmapped_possible_person_name,low
Lallevere,1,0,1,0.0,unmapped_possible_person_name,low
Lalli (name),1,1,1,1.0,unmapped_possible_person_name,low
Lalum,1,1,1,1.0,unmapped_possible_person_name,low
Lamber,1,1,1,1.0,unmapped_possible_person_name,low
Lambrik,1,0,1,0.0,unmapped_possible_person_name,low
Lambris,1,0,1,0.0,unmapped_possible_person_name,low
Lammerik,1,0,1,0.0,unmapped_possible_person_name,low
Lamre,1,1,1,1.0,unmapped_possible_person_name,low
Landri,1,0,1,0.0,unmapped_possible_person_name,low
Lankinen,1,0,1,0.0,unmapped_possible_person_name,low
Laasi,1,1,1,1.0,unmapped_possible_person_name,low
Laara/laari,1,1,1,1.0,unmapped_possible_person_name,low
Lapitargo,1,0,1,0.0,unmapped_possible_person_name,low
Laantsi,1,0,1,0.0,unmapped_possible_person_name,low
Kärda,1,0,1,0.0,unmapped_possible_person_name,low
Kärdi,1,0,1,0.0,unmapped_possible_person_name,low
Kärdla,1,0,1,0.0,unmapped_possible_person_name,low
Kärdu/käru,1,0,1,0.0,unmapped_possible_person_name,low
Kärkna,1,0,1,0.0,unmapped_possible_person_name,low
Kärnali,1,0,1,0.0,unmapped_possible_person_name,low
Kärp,1,0,1,0.0,unmapped_possible_person_name,low
Kärsti,1,0,1,0.0,unmapped_possible_person_name,low
Kåpr,1,1,1,1.0,unmapped_possible_person_name,low
Kõielast,1,1,1,1.0,unmapped_possible_person_name,low
Kõldu,1,0,1,0.0,unmapped_possible_person_name,low
Kõlu,1,0,1,0.0,unmapped_possible_person_name,low
Kõrtsi-Tiina,1,0,1,0.0,unmapped_possible_person_name,low
Kõti,1,0,1,0.0,unmapped_possible_person_name,low
Köide,1,0,1,0.0,unmapped_possible_person_name,low
Köyri,1,0,1,0.0,unmapped_possible_person_name,low
Köörus,1,1,1,1.0,unmapped_possible_person_name,low
Kükali,1,0,1,0.0,unmapped_possible_person_name,low
Küüo,1,1,1,1.0,unmapped_possible_person_name,low
Laaba,1,0,1,0.0,unmapped_possible_person_name,low
Laaman,1,1,1,1.0,unmapped_possible_person_name,low
Laamo,1,1,1,1.0,unmapped_possible_person_name,low
Laamonen,1,1,1,1.0,unmapped_possible_person_name,low
Lapikkölä,1,0,1,0.0,unmapped_possible_person_name,low
Lapkönkölä,1,0,1,0.0,unmapped_possible_person_name,low
Käihkölä,1,0,1,0.0,unmapped_possible_person_name,low
Laus,1,0,1,0.0,unmapped_possible_person_name,low
Laviola,1,0,1,0.0,unmapped_possible_person_name,low
Leeland,1,0,1,0.0,unmapped_possible_person_name,low
Leena+kene,1,1,1,1.0,unmapped_possible_person_name,low
Leena-Liis,1,0,1,0.0,unmapped_possible_person_name,low
Leer,1,0,1,0.0,unmapped_possible_person_name,low
Lehk,1,0,1,0.0,unmapped_possible_person_name,low
Leiger,1,0,1,0.0,unmapped_possible_person_name,low
Leigerpung,1,0,1,0.0,unmapped_possible_person_name,low
Leila,1,0,1,0.0,unmapped_possible_person_name,low
Leinappa,1,0,1,0.0,unmapped_possible_person_name,low
Leisi,1,0,1,0.0,unmapped_possible_person_name,low
Lekka,1,0,1,0.0,unmapped_possible_person_name,low
Lemettyinen,1,0,1,0.0,unmapped_possible_person_name,low
Lemmes,1,0,1,0.0,unmapped_possible_person_name,low
Lemming,1,0,1,0.0,unmapped_possible_person_name,low
Lemmingäs,1,0,1,0.0,unmapped_possible_person_name,low
Lemppää,1,0,1,0.0,unmapped_possible_person_name,low
Lemsi,1,0,1,0.0,unmapped_possible_person_name,low
Leppäheikki,1,0,1,0.0,unmapped_possible_person_name,low
Lesmeri,1,0,1,0.0,unmapped_possible_person_name,low
Leuna,1,0,1,0.0,unmapped_possible_person_name,low
Liaru,1,0,1,0.0,unmapped_possible_person_name,low
Libe,1,1,1,1.0,unmapped_possible_person_name,low
Lautija,1,0,1,0.0,unmapped_possible_person_name,low
Laurukainen,1,1,1,1.0,unmapped_possible_person_name,low
Lappalo,1,0,1,0.0,unmapped_possible_person_name,low
Laurikka,1,0,1,0.0,unmapped_possible_person_name,low
Laratsi,1,0,1,0.0,unmapped_possible_person_name,low
Lari,1,0,1,0.0,unmapped_possible_person_name,low
Larinsoari,1,0,1,0.0,unmapped_possible_person_name,low
Lasanen,1,0,1,0.0,unmapped_possible_person_name,low
Laskiainen,1,0,1,0.0,unmapped_possible_person_name,low
Laslaviko,1,0,1,0.0,unmapped_possible_person_name,low
Laslavitta,1,0,1,0.0,unmapped_possible_person_name,low
Lass,1,0,1,0.0,unmapped_possible_person_name,low
Lasse,1,0,1,0.0,unmapped_possible_person_name,low
Lassi & maija,1,0,1,0.0,unmapped_possible_person_name,low
Lassinen,1,0,1,0.0,unmapped_possible_person_name,low
Lastru,1,0,1,0.0,unmapped_possible_person_name,low
Latas,1,0,1,0.0,unmapped_possible_person_name,low
Lauk,1,0,1,0.0,unmapped_possible_person_name,low
Laukahas,1,0,1,0.0,unmapped_possible_person_name,low
Laukka,1,0,1,0.0,unmapped_possible_person_name,low
Laukkia,1,0,1,0.0,unmapped_possible_person_name,low
Lauko,1,0,1,0.0,unmapped_possible_person_name,low
Laun,1,0,1,0.0,unmapped_possible_person_name,low
Laupa,1,0,1,0.0,unmapped_possible_person_name,low
Laura,1,1,1,1.0,unmapped_possible_person_name,low
Lauri+l,1,0,1,0.0,unmapped_possible_person_name,low
Lauri+le+gi,1,0,1,0.0,unmapped_possible_person_name,low
Kärd,1,0,1,0.0,unmapped_possible_person_name,low
